"id","sex","name","last_name","email_addr","phone","date_of_birth","passport","locality_koatuu","locality_katottg","locality_type","locality_name","postal_code"
"773131952","False","Камілла","Вдовиченко","chernenkosolomon@korbut-avdieienko.org","0926596240","2013-07-14","КС 360582","8249401227","UA01000000000901786","селище","Лиман ","72563"
"963872915","True","Панас","Усик","amvrosii54@artiushenko-korsun.ua","092 262 05 90","2012-07-23","ТО 486886","8180991078","UA01000000000758380","селище","Ясинувата","32758"
"656976885","False","Клавдія","Засуха","vadym09@shapoval.ua","0943970078","2018-06-15","КН 655403","8240175663","UA01000000000882063","село","Щолкіне","21113"
"250656972","False","Оксана","Ейбоженко","akabaliuk@tarasenko-dankiv.com","(073)752-98-16","2001-01-25","ММ 794161","8316137186","UA01000000000796490","хутір","Сокиряни","16309"
"770195494","False","Ада","Гайворонська","ivanriabovil@zabara-vlokh.com","(092)399-51-54","2008-08-26","573761868","8272969624","UA01000000000102049","хутір","Вугледар","40007"
"424614717","True","Левко","Михайлюк","oryna35@chumachenko.com","0632249749","2017-01-13","АВ 048833","8430948698","UA01000000000861914","місто","Ланівці","04272"
"288127639","True","Августин","Давиденко","davydkovalenko@kolodub.com","+38(092)002-43-29","2007-09-23","КЕ 411368","8320712497","UA01000000000742032","селище","Малин","14132"
"588699306","True","Костянтин","Товстоліс","sviatoslavovcharenko@zaichenko.укр","(073)383-29-64","2010-07-04","074853056","8013378772","UA01000000000866967","місто","Львів","74744"
"313390398","True","Борис","Симоненко","dotsenkospas@mykhaliuk-kolesnychenko.com","098 712 88 14","2024-02-29","760566681","8094093169","UA01000000000930305","хутір","Старокостянтинів","39385"
"819270069","True","Захар","Калениченко","ldrobakha@aleksiuk-shakhrai.укр","068 646 37 51","2010-11-16","НС 638313","8475005907","UA01000000000579558","хутір","Вільногірськ","25170"
"842579636","True","Ігор","Талан","valerii60@pushkar.ua","063 906 17 02","2018-05-19","НХ 445076","8158286383","UA01000000000074465","село","Золотоноша","05738"
"282060664","False","Єва","Дерегус","anastasiia65@derehus-verkhola.info","066 549 72 80","2012-03-20","248487669","8339574744","UA01000000000444382","село","Вашківці","92901"
"319001099","True","Арсен","Лагода","saienkoivan@tsushko.укр","+380988648435","2011-09-10","240387508","8349381938","UA01000000000876927","селище","Зугрес","64345"
"968559877","True","Леонтій","Рудько","nvobla@valenko.укр","098 754 76 17","2002-10-28","РЕ 423398","8229161308","UA01000000000106165","хутір","Рахів","78393"
"215540401","False","Ірена","Яремчук","sviatoslav19@kolesnychenko.ua","+380918018048","2004-08-07","766850149","8003023421","UA01000000000508471","селище","Долина ","01342"
"737078760","True","Лесь","Балабан","roman96@haidabura-zubko.info","099 485 76 05","2014-06-09","027022501","8453460099","UA01000000000367110","селище","Сарни","13125"
"560802280","False","Людмила","Вишняк","iarema85@sirobaba.info","(099)610-53-96","2019-02-05","ОУ 214281","8191830846","UA01000000000392226","село","Ананьїв","73271"
"206440289","True","Орест","Величко","shtokalooryna@tereshchuk-gereta.org","096 491 43 42","2020-01-31","512503342","8410803812","UA01000000000548484","хутір","Решетилівка","33403"
"894789638","True","Нестор","Симоненко","csyrotenko@drobakha.ua","0732916179","2010-04-22","МА 208948","8462496165","UA01000000000112342","місто","Херсон","34437"
"999701653","True","Вадим","Товстоліс","jilienko@khmara.ua","+380671375275","2019-08-02","ВС 388198","8338479226","UA01000000000224023","село","Яготин","71188"
"334483317","False","Ольга","Юрчук","pylyprubets@vlasiuk.ua","(067)427-82-02","2003-05-16","370795559","8240204079","UA01000000000896169","селище","Одеса","38487"
"377918444","False","Данна","Носаченко","nskyrda@riaboshapka-yurchyshyn.org","073 784 76 11","2009-09-13","ТО 653637","8201676820","UA01000000000922846","хутір","Конотоп","41777"
"413572628","False","Анастасія","Петрик","zynoviibabak@rebryk-mykhaliuk.com","097 692 31 27","2010-04-13","610469217","8151173886","UA01000000000846126","місто","Радивилів","55464"
"608997795","True","Соломон","Юхименко","vasylynazhuchenko@yizhakevych.укр","0918422267","2014-10-14","ВВ 453186","8047796040","UA01000000000822112","село","Генічеськ","82060"
"563656589","True","Теодор","Воблий","odashkevych@vasylashko.укр","0942915641","2003-12-06","КВ 269793","8386175405","UA01000000000032636","селище","Вільногірськ","63962"
"773692742","False","Святослава","Якименко","kamilla26@zhuchenko.укр","066 864 54 49","2006-07-30","079260520","8473995289","UA01000000000240462","місто","Новгород-Сіверський","34565"
"879621197","False","Дарина","Вахній","dsvyrydenko@yeromenko-tiahnybok.net","+38(063)836-79-09","2016-08-19","146641219","8349694476","UA01000000000654711","село","Кролевець","81022"
"232411085","True","Владислав","Вишиваний","ustym47@prokopovych-hohol.укр","+38(063)107-77-28","2018-09-19","399660546","8362235551","UA01000000000876918","хутір","Вуглегірськ","04502"
"300934540","True","Марко","Сомко","mdevdiuk@hrechanyk-fastenko.com","0677990831","2010-05-22","806212865","8031946044","UA01000000000994373","місто","Луцьк","57096"
"585767103","True","Пилип","Авдєєнко","shelesthanna@eibozhenko-babiuk.ua","+380687803921","2023-08-11","842918241","8205670897","UA01000000000548929","місто","Кальміуське","78417"
"232137617","False","Ліза","Заруба","hhohol@syrotenko-shcherban.com","0733029512","2022-03-23","937320737","8241099721","UA01000000000185708","місто","Ромни","23809"
"56135438","False","Соломія","Свистун","tymchukborys@shtepa.org","0688705121","2021-04-13","105971039","8075577851","UA01000000000160693","селище","Олександрівськ","88627"
"761632195","False","Богуслава","Бабійчук","mykyta98@yaremko-tverdokhlib.info","+38(095)933-49-88","2008-09-01","НВ 909921","8359591949","UA01000000000175459","хутір","Жашків","88593"
"116570499","False","Мілена","Даниленко","veniiamyn56@vakulenko.com","+380960987049","2024-08-27","960812224","8301379085","UA01000000000208414","місто","Кодима","41618"
"521063319","True","Костянтин","Бандурка","avrelii30@abramenko.net","+38(073)963-81-66","2019-06-29","854074560","8358290751","UA01000000000425361","село","Кременчук","54063"
"903769494","False","Аліна","Гаврюшенко","cdarahan@kanivets-reva.net","+380664560597","2002-02-15","688670908","8441997004","UA01000000000549838","село","Малин","08590"
"628679290","True","Іван","Баранник","shyianvalerii@zabarna-kalenychenko.org","(073)629-91-26","2017-03-26","ТС 893678","8227772229","UA01000000000648613","село","Ладижин","07087"
"608275659","True","Олесь","Іваничук","xzinchuk@shamrai.укр","(099)334-65-94","2021-09-22","498245796","8163285135","UA01000000000246735","місто","Андрушівка","70396"
"956596769","True","Володимир","Сагаль","rozaliialutsenko@orlyk.org","0967486442","2006-04-22","ОХ 908218","8065370060","UA01000000000481134","хутір","Рахів","32578"
"395268156","False","Богуслава","Дубас","qtarasenko@malyk.org","0927506064","2022-01-09","НР 853013","8216661881","UA01000000000069214","селище","Решетилівка","82480"
"937814905","False","Ірена","Каденюк","wkozak@zhuk-zatovkaniuk.укр","+380951885061","2001-07-26","989171744","8246098626","UA01000000000143122","хутір","Турка","70630"
"629993174","True","Леон","Вівчаренко","levkoverkhovynets@kolisnychenko-yarema.ua","(063)478-47-15","2006-12-09","998437457","8257151592","UA01000000000671331","хутір","Джанкой","96159"
"650158562","True","Орхип","Вітер","oksana86@zatovkaniuk-shvaika.ua","(066)777-97-33","2012-03-11","965774202","8119704092","UA01000000000915280","село","Покров","85786"
"809897011","True","Устим","Масляк","zynovii57@yurchenko.info","(095)848-44-72","2010-02-08","АР 984348","8187426909","UA01000000000016020","селище","Гребінка","17526"
"822094469","True","Богуслав","Проценко","viktoriiacherinko@kolesnychenko.info","+38(073)317-58-51","2001-02-21","268691597","8348804177","UA01000000000017400","хутір","Підгайці","51170"
"868726401","True","Пантелеймон","Зінченко","aronetsleonid@arsenych-protsenko.net","068 844 46 28","2011-02-19","553611507","8267294085","UA01000000000273996","місто","Севастополь","82328"
"21225992","True","Варфоломій","Рудько","charnyshalina@onyshchenko.ua","+380916049044","2000-07-04","049086849","8002062021","UA01000000000295499","хутір","Біляївка","41552"
"208266157","False","Світлана","Чуйко","lubenetsmaryna@shovkoplias-yemelianenko.com","+380939781347","2001-03-31","ОА 622495","8421586872","UA01000000000733660","село","Ніжин","80244"
"684135533","True","Тимофій","Жайворон","holykoleh@andriienko.net","+380638163646","2015-03-18","150380679","8141819096","UA01000000000679604","місто","Прип'ять ","35441"
"589976296","False","Анастасія","Вернидуб","iaroslavadubenko@pavlenko.com","050 353 83 39","2023-12-20","ТМ 741269","8147359867","UA01000000000666389","місто","Балта","42535"
"828819659","False","Пріска","Ірванець","iukhym12@zinkevych.info","+380911837635","2003-05-27","955607569","8486893356","UA01000000000228355","село","Канів","25910"
"113307853","True","Мартин","Демиденко","nazarandriiovych@bazylevych.org","(063)460-64-50","2011-11-10","ОВ 449282","8342444247","UA01000000000223267","селище","Шаргород","63976"
"86897430","True","Роман","Єсипенко","andriishynabohdan@zaruba.com","+380947746356","2006-02-14","317005148","8438800125","UA01000000000212602","село","Погребище","19612"
"133963966","False","Єва","Чорновіл","iurchukalla@hrechko.укр","066 297 59 78","2021-02-18","542060297","8061732127","UA01000000000639575","хутір","Перечин","77906"
"71418478","True","Ярослав","Орлик","martynvyshyvana@babiuk.укр","+38(099)543-28-71","2022-05-30","626128108","8393319113","UA01000000000893052","селище","Бунге ","17160"
"876298175","False","Марʼяна","Ящук","telychenkoihnat@yaremko-turkalo.com","0930010427","2022-07-18","ВР 048098","8133471548","UA01000000000122180","місто","Богодухів","17816"
"50999711","False","Ірена","Андрієнко","romanenkodanna@tymchuk-piatachenko.org","(067)946-43-38","2009-01-27","062389468","8308666482","UA01000000000616515","село","Васильків","91302"
"231099106","False","Галина","Колесниченко","pylyp20@pavlyk.ua","+380735732618","2019-09-03","ОТ 533048","8083933585","UA01000000000327415","селище","Українка ","12476"
"323024582","False","Ада","Ющенко","ievtushenkoivan@yashchuk-telychenko.org","067 934 61 59","2006-01-11","088708294","8274251007","UA01000000000627152","село","Старий Самбір","74475"
"576079233","True","Тарас","Деряжний","andrii68@moskal.ua","067 560 77 43","2005-02-01","684269530","8263641437","UA01000000000140727","селище","Бібрка","59143"
"245170487","True","Гаврило","Бабич","albert25@zhadan.org","+38(091)139-46-01","2004-07-19","615782413","8417075328","UA01000000000219309","місто","Гайсин","99194"
"280493580","True","Владислав","Оніщук","alina55@tereshchuk-kabaliuk.net","+380686805108","2005-06-02","ВМ 820235","8005187813","UA01000000000004597","село","Корсунь-Шевченківський","63825"
"86250067","True","Роман","Овчаренко","zakhar54@romanchuk.ua","+38(097)357-84-87","2013-08-21","273310986","8123452373","UA01000000000198034","селище","Долинська","66404"
"584306661","False","Марія","Дашенко","uiashchenko@babko.укр","+380947733471","2013-09-25","247178526","8248467164","UA01000000000741900","хутір","Тальне","10075"
"544929818","False","Ірина","Даньків","trokhymzasenko@prokopovych-bezborodko.info","+38(094)454-28-77","2023-08-31","445450251","8464104011","UA01000000000971547","хутір","Нікополь","67815"
"770817639","False","Одарка","Шморгун","mykyta25@huzenko.info","(067)825-98-19","2015-09-22","559170064","8277438007","UA01000000000549040","селище","Сновськ","88040"
"802068074","True","Теодор","Алексійчук","ostap90@bazylevych.ua","(094)749-94-22","2022-10-15","954475799","8040208983","UA01000000000737463","місто","Татарбунари","77103"
"710548010","True","Ростислав","Макогон","pylypiaremko@oberemko-shchors.net","0968484760","2001-01-16","456397121","8331605663","UA01000000000605938","місто","Вараш","69511"
"496059705","False","Надія","Литвин","artemenkovladyslav@rubets-tkachenko.ua","+38(068)598-41-75","2007-12-09","440511711","8018393134","UA01000000000509889","село","Торецьк","66104"
"597780223","True","Болеслав","Зубко","lukian06@makarenko.укр","+380739465402","2021-05-30","094019940","8111743335","UA01000000000700836","місто","Івано-Франківськ","77818"
"239304792","True","Орест","Дубенко","orestshvachka@rudko-protsenko.com","+380937591303","2015-12-02","935681049","8322353926","UA01000000000921318","місто","Канів","99568"
"385533516","True","Тимофій","Прокопович","wvovk@andriienko.org","(095)979-08-82","2015-02-14","АС 936863","8031894239","UA01000000000071359","хутір","Тиврів","51787"
"36112655","True","Веніямин","Гук","hryhoriimatiash@davymuka-palii.info","+38(066)523-21-92","2019-03-06","РУ 211169","8034174192","UA01000000000445729","місто","Зміїв","02859"
"35768196","False","Ярослава","Артим","terezahavryshkevych@dotsenko.ua","067 088 06 58","2001-02-23","026393763","8255484193","UA01000000000798769","хутір","Обухів","91236"
"59997998","False","Камілла","Макаренко","nadiia25@svystun-shtokalo.net","0733070050","2024-06-02","АО 349982","8192662202","UA01000000000805722","селище","Сімферополь","65646"
"864890480","False","Ірина","Терещенко","zakharenkosymon@zaruba-dankiv.info","+380637081211","2010-11-14","989776121","8436130668","UA01000000000582542","селище","Ірпінь","73626"
"510040671","True","Роман","Зінченко","ihnatzatula@duplii-tsymbaliuk.com","(050)842-33-01","2011-07-13","КУ 549083","8100886118","UA01000000000077155","місто","Львів","48115"
"17195043","False","Маруся","Пушкар","fareniukarkadii@balaban.net","0961190609","2022-08-07","561074195","8419837536","UA01000000000137719","селище","Лиман ","88193"
"292569590","True","Юхим","Бандура","svitlanakarpa@gzhytska.info","+380675745912","2005-05-14","802938093","8193625893","UA01000000000216849","селище","Географія Вільнянська","58034"
"114194250","False","Еріка","Жайворон","alevtynvlasenko@vashchenko-deineko.info","+380996043476","2015-02-14","УВ 020166","8450522547","UA01000000000319307","місто","Глухів","59769"
"296620906","False","Наталія","Ватаманюк","ielysaveta15@opanasenko.ua","(094)620-43-28","2000-04-12","113529171","8090050156","UA01000000000970739","місто","Молодогвардійськ","68851"
"641566344","True","Максим","Лагода","pylyp78@vakulenko-drozdenko.com","(068)216-27-75","2003-03-29","418081913","8263519660","UA01000000000760623","місто","Хуст","62988"
"811695746","True","Панас","Гузій","tymchenkoalla@sirchenko.ua","(067)866-57-83","2012-11-30","804869311","8421799201","UA01000000000985533","хутір","Рахів","45283"
"911147502","True","Омелян","Палій","cdevdiuk@rak.ua","095 986 65 34","2020-12-16","228443916","8443747275","UA01000000000057561","місто","Шахтарськ","48059"
"956016396","False","Едита","Абраменко","onysymmykhailiuk@chupryna.com","0688884498","2017-02-11","УК 186544","8275801102","UA01000000000459956","селище","Новоселиця","61509"
"599274591","True","Захар","Величко","kskyba@haidabura.ua","+38(091)893-36-70","2021-12-09","ВХ 635957","8046079206","UA01000000000400340","місто","Гадяч","63823"
"792048728","False","Амалія","Юрчук","wshvedchenko@yaremchuk-yukhymenko.ua","0500860753","2015-01-19","994319274","8367875278","UA01000000000010674","хутір","Городок","88485"
"238409009","False","Світлана","Ейбоженко","priskatkachenko@artemenko.com","(092)113-58-37","2014-04-17","515137747","8095087851","UA01000000000049696","селище","Монастирище","09228"
"470058798","True","Володимир","Алексеєнко","dnalyvaiko@cherinko.info","(066)845-82-78","2016-12-15","950339269","8407798670","UA01000000000399198","село","Верхньодніпровськ","26240"
"39270634","True","Венедикт","Чалий","kyrylo58@verkhovynets-khrystych.net","(099)336-36-51","2015-10-08","931798380","8213716934","UA01000000000084117","селище","Хмільник","81793"
"634761467","False","Надія","Христенко","randriichuk@lazarenko-makohon.org","068 479 84 15","2000-09-03","568159980","8468001705","UA01000000000051091","хутір","Калуш","69365"
"284573663","False","Аніта","Ляшко","shvedchenkoandrii@okhrymovych.com","+380946968190","2005-01-14","931921157","8074906300","UA01000000000400184","селище","Горішні Плавні","59240"
"164994227","True","Климент","Абраменко","rostyslav30@yevdokymenko.net","0915463728","2005-04-10","610860362","8187619695","UA01000000000411563","хутір","Гірське","31070"
"583881811","False","Камілла","Лубенець","zynoviimakarenko@vyshniak.ua","+38(096)913-62-93","2014-08-14","824757285","8126411319","UA01000000000720329","місто","Тернопіль","96123"
"674080216","True","Борислав","Гайденко","jkorsun@kabanenko.укр","0735420626","2009-11-28","ТА 317387","8091887601","UA01000000000019071","селище","Теребовля","33525"
"995664472","True","Василь","Цюцюра","kalenychenkoalina@haida.net","0737703155","2014-08-15","ВЕ 854746","8161803247","UA01000000000285577","хутір","Дніпро ","01957"
"483356400","False","Юстина","Хоменко","mazurpetro@yashchenko.укр","+380973325135","2019-03-13","СР 773981","8213290192","UA01000000000577030","хутір","Докучаєвськ","08323"
"185122019","False","Світлана","Харченко","iarynataran@danyliuk-kadeniuk.net","+380949658480","2011-03-16","943398121","8366548123","UA01000000000405745","місто","Жмеринка","42716"
"665046364","True","Станіслав","Єрьоменко","srubets@vakhnii-zinchenko.org","+38(094)288-22-03","2018-09-02","НН 382077","8046543928","UA01000000000482336","селище","Синельникове","44798"
"838932261","True","Назар","Рудько","demian78@yizhak.net","0960189414","2001-04-07","368185984","8263257243","UA01000000000839163","село","Олевськ","75400"
"377261254","False","Аніта","Гайденко","lchalenko@darahan.org","+38(068)506-73-68","2002-02-22","ВТ 005910","8390395614","UA01000000000212431","хутір","Вінниця","36546"
"157034258","False","Орися","Гриценко","gtsushko@babarychenko.укр","063 897 51 28","2011-10-23","ТТ 497701","8288273467","UA01000000000371597","хутір","Олешки","83902"
"315488705","True","Борис","Оліфіренко","avrelii08@kozachenko-riabovil.ua","+380956877094","2017-01-23","191962805","8078751692","UA01000000000764799","місто","Старий Самбір","54813"
"294704750","True","Микита","Удовиченко","jsirobaba@pylypenko.info","+38(095)441-73-89","2001-09-18","АК 037353","8275711798","UA01000000000651544","місто","Біла Церква","80287"
"521647388","True","Кирило","Дробʼязко","serhii31@havryshkevych.net","0911249810","2006-03-06","864796537","8193106507","UA01000000000184199","місто","Вишневе ","42903"
"220234548","False","Людмила","Таран","tereza74@karpa-piatachenko.info","066 401 03 50","2021-04-21","ТХ 932495","8162660075","UA01000000000214225","село","Теребовля","20606"
"207350970","True","Устим","Бабариченко","iaroslavopanasenko@olifirenko-demianenko.ua","+38(068)679-52-39","2009-02-04","ВК 717949","8389484224","UA01000000000526454","село","Острог","38076"
"308063744","True","Тимофій","Артеменко","vasylyna28@fesenko-velychko.info","0674491827","2013-02-07","330324149","8077163833","UA01000000000909035","селище","Калуш","27407"
"994703036","False","Тетяна","Чарниш","artem02@suprunenko-ivashchenko.net","+38(094)681-27-55","2023-12-04","100291253","8040951947","UA01000000000812921","місто","Гайсин","61433"
"412100675","True","Тарас","Журба","ievhenshevchenko@zabara.com","(093)309-33-41","2002-04-11","КА 957073","8451400074","UA01000000000496388","місто","Гуляйполе","55223"
"644254021","False","Анастасія","Тригуб","dmytroorobets@hrechko.com","0986483236","2018-02-07","004097901","8300340495","UA01000000000446948","село","Подільськ","32472"
"207628914","True","Борис","Супруненко","vbandera@haidai.org","+380990339700","2021-09-27","СН 633716","8377977861","UA01000000000966642","селище","Одеса","39957"
"737130704","False","Ірина","Дробʼязко","ptsybulenko@chornovil.укр","(050)331-50-62","2021-04-24","891142428","8470502086","UA01000000000237906","село","Чернівці","65823"
"168952810","True","Аврелій","Гаврилець","svystuniefrem@bakumenko-arsenych.укр","+380638180057","2008-06-08","011415712","8317922219","UA01000000000041685","село","Сєвєродонецьк","70725"
"545341853","False","Ліза","Дутка","iustymvernyhora@vernydub-haidai.укр","0981603561","2021-08-26","ТА 866213","8024531855","UA01000000000321491","селище","Дубровиця","73750"
"554451873","False","Христина","Шаповал","solomonnalyvaiko@tymchenko.com","0994175806","2018-01-16","989742901","8194096686","UA01000000000675132","хутір","Кальміуське","76682"
"619772780","True","Ярема","Верхола","sviatoslava62@shchors-suprunenko.info","+380987530517","2005-03-26","МЕ 035972","8073754367","UA01000000000597328","хутір","Тлумач","72187"
"392423519","True","Миколай","Яремко","batiukalevtyn@samoilenko-orobets.org","+38(094)748-33-55","2010-09-22","УС 753442","8201959971","UA01000000000405211","хутір","Бобровиця","26437"
"595956545","False","Орина","Забарна","holoborodkoihnat@vlokh-danko.укр","0925508054","2008-09-12","380299738","8233538651","UA01000000000354317","селище","Кальміуське","58287"
"577366122","False","Мілена","Мамчур","iatseniukdan@mishchenko-ivanchenko.net","+380986200784","2013-04-03","279009664","8076468364","UA01000000000055322","хутір","Козятин","99568"
"801282351","True","Богдан","Височан","lkonoplia@darahan.com","(098)321-73-17","2009-04-06","683293178","8344386119","UA01000000000019499","хутір","Боярка","95703"
"439042809","True","Августин","Дзюба","havriushenkolukian@franko-teslenko.укр","0914696158","2011-10-04","202421316","8199617199","UA01000000000075269","селище","Чорнобиль","83381"
"830561487","False","Любов","Андріїшина","davyd57@yakovenko.org","+380964806694","2010-09-07","ВС 654513","8328414584","UA01000000000816326","селище","Привілля","26649"
"24390365","False","Аніта","Власенко","viktorprotsenko@vermenych.info","(099)833-19-01","2004-03-02","МО 264218","8256598788","UA01000000000051862","село","Горохів","25096"
"972576105","True","Альберт","Кибкало","teodorpavlyk@tymchenko.info","0683085125","2002-08-21","632572929","8360008188","UA01000000000013357","селище","Кальміуське","15911"
"293687467","False","Дарина","Яценко","mmatiash@lytvyn-kalenychenko.org","0987707642","2007-04-14","171275237","8480852235","UA01000000000072203","селище","Бориспіль","47182"
"241183617","True","Веніямин","Оніщук","rudykmaksym@franko.net","+380734282472","2014-04-21","977343458","8372303037","UA01000000000563649","селище","Соснівка ","98516"
"224914799","True","Демʼян","Міщенко","kparasiuk@tsushko.org","0639823626","2007-02-13","128198246","8310892138","UA01000000000370907","село","Сіверськ","47288"
"593734446","True","Ростислав","Петрик","onazarenko@gerus.info","+380980808324","2014-06-24","УС 507839","8158550059","UA01000000000699562","село","Батурин","51844"
"420404462","True","Мартин","Товстуха","xmedvedenko@pustovit.info","095 370 77 15","2023-06-01","ТХ 628611","8263545076","UA01000000000244681","хутір","Монастирище","54834"
"277173500","True","Богодар","Яремчук","psliusar@pustovit.укр","0739384625","2012-12-21","099655531","8076379497","UA01000000000534797","місто","Очаків","80534"
"444631536","False","Амалія","Нестайко","tdubenko@tsisyk.info","+38(050)966-04-48","2016-05-22","287396405","8211784234","UA01000000000628243","місто","Богуслав","22124"
"246036877","False","Ірена","Радченко","ebatih@velychko.info","0918034308","2022-02-25","788046665","8143471634","UA01000000000689736","селище","Брянка","79872"
"509564199","True","Святослав","Захаренко","edytaiashchuk@kashchenko.com","0970264426","2001-07-01","490022921","8166724612","UA01000000000266303","хутір","Чугуїв","89541"
"506719995","False","Лілія","Засуха","tarsenych@svystun.info","+380963727676","2004-03-15","610700470","8454660526","UA01000000000210778","місто","Перещепине","92654"
"306218308","True","Леонід","Андрійович","feofanbabko@tkach.укр","(073)416-32-53","2017-12-28","274259222","8231716497","UA01000000000295758","місто","Чорноморськ","27543"
"816955027","False","Орися","Дрозд","kybkalookhrim@olifirenko-azhazha.com","(094)551-29-09","2006-05-18","АО 606033","8332541280","UA01000000000229899","селище","Немирів","82006"
"284491482","True","Павло","Дубенко","nazarvalenko@davymuka.ua","+38(098)375-44-02","2010-12-14","ОА 051526","8095762309","UA01000000000062907","хутір","Ладижин","62815"
"316121308","True","Петро","Михайличенко","iishchak@kashchenko-babychenko.info","0637438004","2016-05-29","200862112","8169107209","UA01000000000279126","місто","Мирноград","50425"
"514818340","True","Олесь","Малик","vernyhorazlatoslava@svyrydenko.info","+380979407885","2000-04-01","НС 608747","8197643920","UA01000000000718607","село","Чорноморськ","17365"
"622674643","True","Леон","Даньків","gsliusar@bakumenko.org","098 387 39 57","2011-12-18","427428080","8337294694","UA01000000000747034","місто","Любомль","10214"
"98679626","True","Аврелій","Дейсун","batiukmarusia@piatachenko.org","+380931589389","2022-12-20","ОС 366790","8207807556","UA01000000000329559","хутір","Зборів","94064"
"27184312","True","Давид","Базилевський","gdutka@semenchenko.ua","+38(094)846-68-60","2010-09-17","638074065","8022880802","UA01000000000931067","селище","Ладижин","03025"
"210592548","True","Олександр","Штепа","odarka39@kybkalo-khudobiak.укр","+38(098)113-95-48","2007-09-19","861364713","8116232610","UA01000000000553121","село","Турка","73077"
"256781840","False","Оксенія","Романчук","parasiukstepan@tkachenko-sirobaba.com","0673988769","2024-04-03","ОК 665384","8278273251","UA01000000000835594","селище","Вугледар","15363"
"331485220","False","Пріска","Зінчук","yredko@bakumenko.com","+38(050)529-00-49","2024-02-24","ХТ 829645","8282462384","UA01000000000755905","селище","Докучаєвськ","87287"
"151867595","True","Віталій","Петрик","vashchenko-zakharchenkoviktor@petrenko.укр","0925605787","2023-07-08","646846709","8210764593","UA01000000000174149","село","Косів","60299"
"653821829","True","Олег","Свириденко","sviatoslav02@ivanychuk-hodunok.ua","(063)788-87-57","2017-10-16","315270007","8028370225","UA01000000000765345","селище","Болехів","99003"
"516386088","False","Варвара","Стець","ostap36@khudiak-avdieienko.ua","(095)064-53-67","2008-02-06","024999354","8159270428","UA01000000000854532","село","Богуслав","87339"
"730641013","False","Ірена","Власюк","ihnatiakymchuk@simashkevych.com","050 896 65 29","2020-03-17","141017331","8032109318","UA01000000000152692","хутір","Сокиряни","80331"
"846420967","False","Оксана","Іщенко","martyn62@vasylevych-dashkevych.info","+380632174126","2002-08-14","574775790","8028961584","UA01000000000446758","селище","Копичинці","08220"
"483191065","False","Анжела","Полтавець","xbabiak@moskal.net","(067)940-33-76","2012-03-21","409262849","8087541341","UA01000000000562893","село","Білогірськ","85672"
"293857624","True","Валентин","Іванченко","valenkomyron@chornovil.ua","+38(063)822-08-86","2022-05-12","НК 604148","8109039682","UA01000000000941321","місто","Львів","62941"
"930808773","True","Сергій","Ярош","vyshniakbohuslav@semenchenko.ua","+38(095)702-73-39","2009-11-29","ВТ 330104","8423465652","UA01000000000860477","хутір","Черкаси","06374"
"540078361","True","Василь","Вакуленко","orynalevchenko@drozdenko.com","097 126 81 77","2006-11-05","868236192","8022736679","UA01000000000681314","місто","Світлодарськ","32446"
"146369580","True","Гаврило","Овчаренко","jkylymnyk@vakhnii-zakharenko.info","+380730649005","2010-05-02","634443575","8342627767","UA01000000000203918","селище","Первомайський ","91651"
"615796346","False","Тетяна","Кабаненко","amaliia74@stelmakh.org","+380664637475","2012-06-14","433895715","8385283770","UA01000000000091574","село","Рава-Руська","31047"
"602146766","True","Пантелеймон","Бабич","haverchenko@stets.info","+380999716010","2004-07-03","279112613","8350590883","UA01000000000949551","село","Олександрівськ","06596"
"661027291","False","Камілла","Вернигора","tereshchukmarko@oliinyk.ua","+38(098)143-79-62","2003-08-17","246116997","8342871817","UA01000000000226998","місто","Бахмут","13904"
"765517720","False","Софія","Швачко","oberemkovira@holyk-fesenko.com","(098)468-23-74","2007-09-05","АА 542130","8123825988","UA01000000000510326","село","Самбір","51407"
"727143151","False","Анжела","Олійник","emiliiaieromenko@perepelytsia-petliura.ua","+380957178942","2001-12-21","ТС 777319","8498647428","UA01000000000160835","місто","Рівне","08846"
"785761992","False","Марина","Штепа","azaropanasenko@zakharchenko.com","(095)359-46-70","2021-08-02","238140516","8211151835","UA01000000000654194","селище","Бар","71968"
"103747628","False","Олена","Захарченко","boleslavhavrylenko@yeroshenko.ua","+380928957564","2022-10-21","493321374","8236616150","UA01000000000925985","місто","Верхівцеве","37704"
"187800800","False","Оксана","Артимишина","qbairak@babiuk.com","+38(095)818-01-52","2017-05-08","269296308","8118085827","UA01000000000793793","місто","Щастя ","61795"
"761354598","True","Мирон","Ващук","nestorvermenych@vysochan.ua","+38(067)808-16-91","2017-06-28","568835988","8086219550","UA01000000000748827","селище","Новодружеськ","78969"
"763832381","True","Устим","Савенко","iukhymenkovitalii@devdiuk.net","0992465603","2020-10-19","255021406","8148858078","UA01000000000981395","місто","Козятин","57983"
"232184219","False","Юстина","Парасюк","gandriievych@danylchuk.ua","0961090706","2002-06-26","428275381","8382803229","UA01000000000947723","хутір","Глиняни","01410"
"990914558","False","Камілла","Каденюк","hutsuliakazar@havryshkevych-hrytsenko.org","+38(095)386-85-76","2006-01-02","710271683","8183421828","UA01000000000146221","хутір","Дубровиця","31591"
"855734474","False","Ярослава","Салій","pdotsenko@sheremeta-romanenko.укр","098 121 94 44","2018-06-03","870169345","8426751277","UA01000000000599096","хутір","Ірпінь","07529"
